run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,pass_at_1,pass_at_2,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed,gate_reverted,from_planner_cache,use_gate,use_fixer_context
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,15,string_sequence,1,1,,0.6,0.0,2.048,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,16,count_distinct_characters,1,1,,0.0,0.0,1.303,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,17,parse_music,1,1,,0.6,0.0,2.131,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,18,how_many_times,1,1,,0.6,0.0,1.792,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,19,sort_numbers,1,1,,0.7,0.0,3.979,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,20,find_closest_elements,1,1,,0.7,0.0,2.212,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,21,rescale_to_unit,1,1,,0.0,0.0,1.539,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,22,filter_integers,1,1,,0.7,0.0,3.097,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,23,strlen,1,1,,0.0,0.0,1.296,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,24,largest_divisor,1,1,,0.6,0.0,2.309,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,25,factorize,1,1,,0.7,0.0,2.517,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,26,remove_duplicates,0,0,,0.0,0.0,1.411,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,27,flip_case,1,1,,0.0,0.0,1.292,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,28,concatenate,1,1,,0.7,0.0,2.006,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,29,filter_by_prefix,1,1,,0.9,0.0,2.387,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,30,get_positive,1,1,,0.0,0.0,1.298,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,31,is_prime,1,1,,0.0,0.0,1.415,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,32,find_zero,0,0,,0.7,0.0,2.888,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,33,sort_third,0,0,,0.7,0.0,3.632,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,34,unique,1,1,,0.6,0.0,1.817,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,35,max_element,1,1,,0.0,0.0,1.296,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,36,fizz_buzz,1,1,,0.9,0.0,3.105,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,37,sort_even,1,1,,0.7,0.0,3.675,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,38,decode_cyclic,1,1,,0.0,0.0,1.991,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,39,prime_fib,1,1,,0.0,0.0,1.644,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,40,triples_sum_to_zero,1,1,,0.7,0.0,3.212,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,41,car_race_collision,0,0,,0.7,0.0,2.796,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,42,incr_list,1,1,,0.0,0.0,1.297,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,43,pairs_sum_to_zero,1,1,,0.0,0.0,1.409,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,44,change_base,1,1,,0.0,0.0,1.416,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,45,triangle_area,1,1,,0.0,0.0,1.296,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,46,fib4,0,0,,0.7,0.0,3.035,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,47,median,1,1,,0.7,0.0,2.957,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,48,is_palindrome,1,1,,0.2,0.0,1.297,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,49,modp,0,0,,0.9,0.0,1.749,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,50,decode_shift,1,1,,0.7,0.0,3.224,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,51,remove_vowels,1,1,,0.0,0.0,1.409,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,52,below_threshold,1,1,,0.0,0.0,1.3,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,53,add,1,1,,0.0,0.0,1.295,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,54,same_chars,0,0,,0.7,0.0,3.02,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,55,fib,1,1,,0.6,0.0,2.769,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,56,correct_bracketing,1,1,,0.0,0.0,1.416,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,57,monotonic,1,1,,0.6,0.0,2.502,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,58,common,1,1,,0.6,0.0,1.856,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,59,largest_prime_factor,1,1,,0.6,0.0,2.474,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,60,sum_to_n,1,1,,0.0,0.0,1.407,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,61,correct_bracketing,1,1,,0.0,0.0,1.416,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,62,derivative,1,1,,0.7,0.0,3.062,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,63,fibfib,1,1,,0.7,0.0,3.035,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,64,vowels_count,1,1,,0.7,0.0,3.938,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,65,circular_shift,0,0,,0.0,0.0,1.414,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,66,digitSum,1,1,,0.7,0.0,2.264,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,67,fruit_distribution,1,1,,0.7,0.0,3.04,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,68,pluck,0,0,,0.7,0.0,3.291,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,69,search,1,1,,0.7,0.0,2.359,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,70,strange_sort_list,0,0,,0.7,0.0,2.173,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,71,triangle_area,1,1,,0.6,0.0,2.697,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,72,will_it_fly,1,1,,0.7,0.0,2.535,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,73,smallest_change,0,0,,0.6,0.0,1.982,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,74,total_match,1,1,,0.9,0.0,2.273,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,75,is_multiply_prime,0,0,,0.7,0.0,2.362,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,76,is_simple_power,0,0,,0.8,0.0,3.144,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,77,iscube,0,0,,0.6,0.0,2.082,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,78,hex_key,0,0,,0.9,0.0,2.994,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,79,decimal_to_binary,0,0,,0.7,0.0,2.5,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,80,is_happy,0,0,,0.6,0.0,1.976,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,81,numerical_letter_grade,0,0,,0.6,0.0,3.544,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,82,prime_length,1,1,,0.6,0.0,2.126,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,83,starts_one_ends,1,1,,0.6,0.0,2.96,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,84,solve,0,0,,0.0,0.0,1.323,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,85,add,0,0,,0.7,0.0,2.085,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,86,anti_shuffle,1,1,,0.7,0.0,2.394,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,87,get_row,0,0,,0.7,0.0,2.108,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,88,sort_array,1,1,,0.7,0.0,2.559,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,89,encrypt,0,0,,0.4,0.0,5.539,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,90,next_smallest,0,0,,0.7,0.0,2.465,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,91,is_bored,0,0,,0.6,0.0,2.04,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,92,any_int,1,1,,0.6,0.0,2.839,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,93,encode,0,0,,0.7,0.0,2.545,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,94,skjkasdkd,1,1,,0.6,0.0,3.381,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,95,check_dict_case,1,1,,0.6,0.0,3.068,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,96,count_up_to,1,1,,0.6,0.0,3.335,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,97,multiply,0,0,,0.6,0.0,1.823,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,98,count_upper,1,1,,0.7,0.0,2.681,0,0,0,1,1,1
20260525_020140,llama31_p9_t3_tau70,baseline,0.3,0.7,99,closest_integer,0,0,,0.7,0.0,3.537,0,0,0,1,1,1
